TAXON_ORDER,category,English name,scientific name
505,slash,American Black/Mottled Duck,Anas rubripes/fulvigula
506,species,Cape Teal,Anas capensis
507,species,White-cheeked Pintail,Anas bahamensis
508,group (polytypic),White-cheeked Pintail (White-cheeked),Anas bahamensis bahamensis/rubrirostris
509,subspecies,,Anas bahamensis bahamensis
510,subspecies,,Anas bahamensis rubrirostris
511,group (monotypic),White-cheeked Pintail (Galapagos),Anas bahamensis galapagensis
512,hybrid,Mallard x White-cheeked Pintail (hybrid),Anas platyrhynchos x bahamensis
513,species,Red-billed Duck,Anas erythrorhyncha
514,species,Northern Pintail,Anas acuta
515,hybrid,Baikal Teal x Northern Pintail (hybrid),Sibirionetta formosa x Anas acuta
516,hybrid,Gadwall x Northern Pintail (hybrid),Mareca strepera x Anas acuta
517,hybrid,Eurasian Wigeon x Northern Pintail (hybrid),Mareca penelope x Anas acuta
518,hybrid,American Wigeon x Northern Pintail (hybrid),Mareca americana x Anas acuta
519,hybrid,Mallard x Northern Pintail (hybrid),Anas platyrhynchos x acuta
520,hybrid,American Black Duck x Northern Pintail (hybrid),Anas rubripes x acuta
521,species,Eaton's Pintail,Anas eatoni
522,subspecies,,Anas eatoni eatoni
523,subspecies,,Anas eatoni drygalskii
524,species,Yellow-billed Pintail,Anas georgica
525,group (monotypic),Yellow-billed Pintail (South Georgia),Anas georgica georgica
526,group (polytypic),Yellow-billed Pintail (South American),Anas georgica spinicauda/niceforoi
527,subspecies,,Anas georgica spinicauda
528,subspecies,,Anas georgica niceforoi
529,species,Green-winged Teal,Anas crecca
530,group (monotypic),Green-winged Teal (Eurasian),Anas crecca crecca
531,group (monotypic),Green-winged Teal (American),Anas crecca carolinensis
532,intergrade,Green-winged Teal (Eurasian x American),Anas crecca crecca x carolinensis
533,slash,Garganey/Green-winged Teal,Spatula querquedula/Anas crecca
534,hybrid,Blue-winged x Green-winged Teal (hybrid),Spatula discors x Anas crecca
535,hybrid,Cinnamon x Green-winged Teal (hybrid),Spatula cyanoptera x Anas crecca
536,hybrid,Gadwall x Green-winged Teal (hybrid),Mareca strepera x Anas crecca
537,hybrid,American Wigeon x Green-winged Teal (hybrid),Mareca americana x Anas crecca
538,hybrid,Mallard x Green-winged Teal (hybrid),Anas platyrhynchos x crecca
539,hybrid,Northern Pintail x Green-winged Teal (hybrid),Anas acuta x crecca
540,species,Andean Teal,Anas andium
541,group (monotypic),Andean Teal (Merida),Anas andium altipetens
542,group (monotypic),Andean Teal (Andean),Anas andium andium
543,species,Yellow-billed Teal,Anas flavirostris
544,group (monotypic),Yellow-billed Teal (flavirostris),Anas flavirostris flavirostris
545,group (monotypic),Yellow-billed Teal (oxyptera),Anas flavirostris oxyptera
546,slash,Andean/Yellow-billed Teal,Anas andium/flavirostris
547,species,Mauritius Duck,Anas theodori
548,species,Andaman Teal,Anas albogularis
549,species,Sunda Teal,Anas gibberifrons
550,species,Gray Teal,Anas gracilis
551,subspecies,,Anas gracilis gracilis
552,subspecies,,Anas gracilis remissa
553,hybrid,Pacific Black Duck x Gray Teal (hybrid),Anas superciliosa x gracilis
554,species,Chestnut Teal,Anas castanea
555,hybrid,Pacific Black Duck x Chestnut Teal (hybrid),Anas superciliosa x castanea
556,hybrid,Gray x Chestnut Teal (hybrid),Anas gracilis x castanea
557,species,Bernier's Teal,Anas bernieri
558,species,Auckland Islands Teal,Anas aucklandica
559,species,Campbell Islands Teal,Anas nesiotis
560,species,Brown Teal,Anas chlorotis
561,hybrid,Mallard x Brown Teal (hybrid),Anas platyrhynchos x chlorotis
562,spuh,Anas sp.,Anas sp.
563,spuh,teal sp.,Anatidae sp. (teal sp.)
564,spuh,dabbling duck sp.,Anatidae sp. (dabbling duck sp.)
565,species,Pink-eared Duck,Malacorhynchus membranaceus
566,species,Marbled Teal,Marmaronetta angustirostris
567,species,Pink-headed Duck,Rhodonessa caryophyllacea
568,species,White-winged Duck,Asarcornis scutulata
569,species,Red-crested Pochard,Netta rufina
570,hybrid,Mallard x Red-crested Pochard (hybrid),Anas platyrhynchos x Netta rufina
571,species,Southern Pochard,Netta erythrophthalma
572,subspecies,,Netta erythrophthalma erythrophthalma
573,subspecies,,Netta erythrophthalma brunnea
574,species,Rosy-billed Pochard,Netta peposaca
575,species,Canvasback,Aythya valisineria
576,species,Redhead,Aythya americana
577,hybrid,Mallard x Redhead (hybrid),Anas platyrhynchos x Aythya americana
578,hybrid,Canvasback x Redhead (hybrid),Aythya valisineria x americana
579,species,Common Pochard,Aythya ferina
580,species,Ring-necked Duck,Aythya collaris
581,hybrid,Canvasback x Ring-necked Duck (hybrid),Aythya valisineria x collaris
582,hybrid,Redhead x Ring-necked Duck (hybrid),Aythya americana x collaris
583,species,Ferruginous Duck,Aythya nyroca
584,hybrid,Common Pochard x Ferruginous Duck (hybrid),Aythya ferina x nyroca
585,species,Madagascar Pochard,Aythya innotata
586,species,Baer's Pochard,Aythya baeri
587,hybrid,Ferruginous Duck x Baer's Pochard (hybrid),Aythya nyroca x baeri
588,slash,Ferruginous Duck/Baer's Pochard,Aythya nyroca/baeri
589,species,Hardhead,Aythya australis
590,hybrid,Gray Teal x Hardhead (hybrid),Anas gracilis x Aythya australis
591,species,Tufted Duck,Aythya fuligula
592,hybrid,Common Pochard x Tufted Duck (hybrid),Aythya ferina x fuligula
593,hybrid,Ring-necked x Tufted Duck (hybrid),Aythya collaris x fuligula
594,hybrid,Ferruginous x Tufted Duck (hybrid),Aythya nyroca x fuligula
595,species,New Zealand Scaup,Aythya novaeseelandiae
596,species,Greater Scaup,Aythya marila
597,subspecies,,Aythya marila marila
598,subspecies,,Aythya marila nearctica
599,hybrid,Redhead x Greater Scaup (hybrid),Aythya americana x marila
600,hybrid,Ring-necked Duck x Greater Scaup (hybrid),Aythya collaris x marila
601,hybrid,Tufted Duck x Greater Scaup (hybrid),Aythya fuligula x marila
602,species,Lesser Scaup,Aythya affinis
603,hybrid,Redhead x Lesser Scaup (hybrid),Aythya americana x affinis
604,hybrid,Ring-necked Duck x Lesser Scaup (hybrid),Aythya collaris x affinis
605,hybrid,Tufted Duck x Lesser Scaup (hybrid),Aythya fuligula x affinis
606,slash,Greater/Lesser Scaup,Aythya marila/affinis
607,hybrid,Redhead x scaup sp. (hybrid),Aythya americana x marila/affinis
608,hybrid,Ring-necked Duck x scaup sp. (hybrid),Aythya collaris x marila/affinis
609,hybrid,Tufted Duck x scaup sp. (hybrid),Aythya fuligula x marila/affinis
610,spuh,Aythya sp.,Aythya sp.
611,species,Steller's Eider,Polysticta stelleri
612,species,Spectacled Eider,Somateria fischeri
613,species,King Eider,Somateria spectabilis
614,hybrid,Spectacled x King Eider (hybrid),Somateria fischeri x spectabilis
615,species,Common Eider,Somateria mollissima
616,group (monotypic),Common Eider (Eurasian),Somateria mollissima mollissima
617,group (monotypic),Common Eider (Faeroe Is.),Somateria mollissima faeroeensis
618,group (monotypic),Common Eider (Pacific),Somateria mollissima v-nigrum
619,group (monotypic),Common Eider (Dresser's),Somateria mollissima dresseri
620,group (monotypic),Common Eider (Northern),Somateria mollissima borealis
621,group (monotypic),Common Eider (Hudson Bay),Somateria mollissima sedentaria
622,hybrid,Mallard x Common Eider (hybrid),Anas platyrhynchos x Somateria mollissima
623,slash,King/Common Eider,Somateria spectabilis/mollissima
624,hybrid,King x Common Eider (hybrid),Somateria spectabilis x mollissima
625,spuh,eider sp.,Somateria sp.
626,species,Harlequin Duck,Histrionicus histrionicus
627,species,Labrador Duck,Camptorhynchus labradorius
628,species,Surf Scoter,Melanitta perspicillata
629,species,Velvet Scoter,Melanitta fusca
630,species,White-winged Scoter,Melanitta deglandi
631,species,Stejneger's Scoter,Melanitta stejnegeri
632,hybrid,Surf x White-winged Scoter (hybrid),Melanitta perspicillata x deglandi
633,slash,Velvet/White-winged/Stejneger's Scoter,Melanitta fusca/deglandi/stejnegeri
634,slash,White-winged/Stejneger's Scoter,Melanitta deglandi/stejnegeri
635,species,Common Scoter,Melanitta nigra
636,species,Black Scoter,Melanitta americana
637,slash,Surf/Black Scoter,Melanitta perspicillata/americana
638,slash,Common/Black Scoter,Melanitta nigra/americana
639,spuh,scoter sp.,Melanitta sp.
640,species,Long-tailed Duck,Clangula hyemalis
641,species,Bufflehead,Bucephala albeola
642,species,Common Goldeneye,Bucephala clangula
643,subspecies,,Bucephala clangula clangula
644,subspecies,,Bucephala clangula americana
645,hybrid,Bufflehead x Common Goldeneye (hybrid),Bucephala albeola x clangula
646,hybrid,Bufflehead x goldeneye sp. (hybrid),Bucephala albeola x clangula/islandica
647,species,Barrow's Goldeneye,Bucephala islandica
648,hybrid,Common x Barrow's Goldeneye (hybrid),Bucephala clangula x islandica
649,slash,Common/Barrow's Goldeneye,Bucephala clangula/islandica
650,species,Smew,Mergellus albellus
651,species,Hooded Merganser,Lophodytes cucullatus
652,hybrid,Wood Duck x Hooded Merganser (hybrid),Aix sponsa x Lophodytes cucullatus
653,hybrid,Bufflehead x Hooded Merganser (hybrid),Bucephala albeola x Lophodytes cucullatus
654,hybrid,Common Goldeneye x Hooded Merganser (hybrid),Bucephala clangula x Lophodytes cucullatus
655,hybrid,Barrow's Goldeneye x Hooded Merganser (hybrid),Bucephala islandica x Lophodytes cucullatus
656,hybrid,goldeneye sp. x Hooded Merganser (hybrid),Bucephala clangula/islandica x Lophodytes cucullatus
657,species,Auckland Islands Merganser,Mergus australis
658,species,Common Merganser,Mergus merganser
659,group (polytypic),Common Merganser (Eurasian),Mergus merganser merganser/orientalis
660,subspecies,,Mergus merganser merganser
661,subspecies,,Mergus merganser orientalis
662,group (monotypic),Common Merganser (North American),Mergus merganser americanus
663,hybrid,Common Eider x Common Merganser (hybrid),Somateria mollissima x Mergus merganser
664,hybrid,Hooded x Common Merganser (hybrid),Lophodytes cucullatus x Mergus merganser
665,species,Brazilian Merganser,Mergus octosetaceus
666,species,Red-breasted Merganser,Mergus serrator
667,hybrid,Ring-necked Duck x Red-breasted Merganser (hybrid),Aythya collaris x Mergus serrator
668,hybrid,Common x Red-breasted Merganser (hybrid),Mergus merganser x serrator
669,slash,Common/Red-breasted Merganser,Mergus merganser/serrator
670,species,Scaly-sided Merganser,Mergus squamatus
671,spuh,merganser sp.,Mergellus/Lophodytes/Mergus sp.
672,species,Black-headed Duck,Heteronetta atricapilla
673,species,Masked Duck,Nomonyx dominicus
674,species,Ruddy Duck,Oxyura jamaicensis
675,species,Andean Duck,Oxyura ferruginea
676,group (monotypic),Andean Duck (andina),Oxyura ferruginea andina
677,group (monotypic),Andean Duck (ferruginea),Oxyura ferruginea ferruginea
678,slash,Masked/Ruddy Duck,Nomonyx dominicus/Oxyura jamaicensis
679,species,White-headed Duck,Oxyura leucocephala
680,hybrid,Ruddy x White-headed Duck (hybrid),Oxyura jamaicensis x leucocephala
681,species,Maccoa Duck,Oxyura maccoa
682,species,Lake Duck,Oxyura vittata
683,slash,Andean/Lake Duck,Oxyura ferruginea/vittata
684,species,Blue-billed Duck,Oxyura australis
685,species,Musk Duck,Biziura lobata
686,subspecies,,Biziura lobata lobata
687,subspecies,,Biziura lobata menziesi
688,spuh,duck sp.,Anatinae sp.
689,spuh,waterfowl sp.,Anatidae sp.
690,species,Australian Brushturkey,Alectura lathami
691,subspecies,,Alectura lathami purpureicollis
692,subspecies,,Alectura lathami lathami
693,species,Wattled Brushturkey,Aepypodius arfakianus
694,subspecies,,Aepypodius arfakianus arfakianus
695,subspecies,,Aepypodius arfakianus misoliensis
696,species,Waigeo Brushturkey,Aepypodius bruijnii
697,species,Red-billed Brushturkey,Talegalla cuvieri
698,subspecies,,Talegalla cuvieri cuvieri
699,subspecies,,Talegalla cuvieri granti
700,species,Yellow-legged Brushturkey,Talegalla fuscirostris
701,subspecies,,Talegalla fuscirostris meyeri
702,subspecies,,Talegalla fuscirostris aruensis
703,subspecies,,Talegalla fuscirostris occidentis
704,subspecies,,Talegalla fuscirostris fuscirostris
705,species,Red-legged Brushturkey,Talegalla jobiensis
706,subspecies,,Talegalla jobiensis jobiensis
707,subspecies,,Talegalla jobiensis longicaudus
708,spuh,Talegalla sp.,Talegalla sp.
709,species,Malleefowl,Leipoa ocellata
710,species,Maleo,Macrocephalon maleo
711,species,Moluccan Scrubfowl,Eulipoa wallacei
712,species,Niuafoou Scrubfowl,Megapodius pritchardii
713,species,Micronesian Scrubfowl,Megapodius laperouse
714,subspecies,,Megapodius laperouse laperouse
715,subspecies,,Megapodius laperouse senex
716,species,Nicobar Scrubfowl,Megapodius nicobariensis
717,subspecies,,Megapodius nicobariensis nicobariensis
718,subspecies,,Megapodius nicobariensis abbotti
719,species,Tabon Scrubfowl,Megapodius cumingii
720,subspecies,,Megapodius cumingii dillwyni
721,subspecies,,Megapodius cumingii pusillus
722,subspecies,,Megapodius cumingii cumingii
723,subspecies,,Megapodius cumingii tabon
724,subspecies,,Megapodius cumingii gilbertii
725,subspecies,,Megapodius cumingii talautensis
726,subspecies,,Megapodius cumingii sanghirensis
727,species,Sula Scrubfowl,Megapodius bernsteinii
728,species,Tanimbar Scrubfowl,Megapodius tenimberensis
729,species,Dusky Scrubfowl,Megapodius freycinet
730,subspecies,,Megapodius freycinet quoyii
731,subspecies,,Megapodius freycinet freycinet
732,subspecies,,Megapodius freycinet oustaleti
733,species,Biak Scrubfowl,Megapodius geelvinkianus
734,species,Forsten's Scrubfowl,Megapodius forsteni
735,subspecies,,Megapodius forsteni forsteni
736,subspecies,,Megapodius forsteni buruensis
737,species,Melanesian Scrubfowl,Megapodius eremita
738,species,Vanuatu Scrubfowl,Megapodius layardi
739,species,New Guinea Scrubfowl,Megapodius decollatus
740,species,Orange-footed Scrubfowl,Megapodius reinwardt
741,subspecies,,Megapodius reinwardt reinwardt
742,subspecies,,Megapodius reinwardt macgillivrayi
743,subspecies,,Megapodius reinwardt tumulus
744,subspecies,,Megapodius reinwardt yorki
745,subspecies,,Megapodius reinwardt castanonotus
746,species,Plain Chachalaca,Ortalis vetula
747,subspecies,,Ortalis vetula mccalli
748,subspecies,,Ortalis vetula vetula
749,subspecies,,Ortalis vetula pallidiventris
750,subspecies,,Ortalis vetula deschauenseei
751,species,Gray-headed Chachalaca,Ortalis cinereiceps
752,species,Chestnut-winged Chachalaca,Ortalis garrula
753,species,Rufous-vented Chachalaca,Ortalis ruficauda
754,group (monotypic),Rufous-vented Chachalaca (Rufous-vented),Ortalis ruficauda ruficrissa
755,group (monotypic),Rufous-vented Chachalaca (Rufous-tipped),Ortalis ruficauda ruficauda
756,species,Rufous-headed Chachalaca,Ortalis erythroptera
757,species,Rufous-bellied Chachalaca,Ortalis wagleri
758,species,West Mexican Chachalaca,Ortalis poliocephala
759,species,Chaco Chachalaca,Ortalis canicollis
760,subspecies,,Ortalis canicollis canicollis
761,subspecies,,Ortalis canicollis pantanalensis
762,species,White-bellied Chachalaca,Ortalis leucogastra
763,species,Colombian Chachalaca,Ortalis columbiana
764,species,Speckled Chachalaca,Ortalis guttata
765,group (polytypic),Speckled Chachalaca (Speckled),Ortalis guttata guttata/subaffinis
766,subspecies,,Ortalis guttata guttata
767,subspecies,,Ortalis guttata subaffinis
768,group (monotypic),Speckled Chachalaca (Parana),Ortalis guttata remota
769,species,East Brazilian Chachalaca,Ortalis araucuan
770,species,Scaled Chachalaca,Ortalis squamata
771,species,Variable Chachalaca,Ortalis motmot
772,group (monotypic),Variable Chachalaca (Little),Ortalis motmot motmot
773,group (monotypic),Variable Chachalaca (Chestnut-headed),Ortalis motmot ruficeps
774,species,Buff-browed Chachalaca,Ortalis superciliaris
775,spuh,chachalaca sp.,Ortalis sp.
776,species,Band-tailed Guan,Penelope argyrotis
777,subspecies,,Penelope argyrotis albicauda
778,subspecies,,Penelope argyrotis colombiana
779,subspecies,,Penelope argyrotis argyrotis
780,species,Bearded Guan,Penelope barbata
781,species,Baudo Guan,Penelope ortoni
782,species,Andean Guan,Penelope montagnii
783,subspecies,,Penelope montagnii montagnii
784,subspecies,,Penelope montagnii atrogularis
785,subspecies,,Penelope montagnii brooki
786,subspecies,,Penelope montagnii plumosa
787,subspecies,,Penelope montagnii sclateri
788,species,Marail Guan,Penelope marail
789,subspecies,,Penelope marail marail
790,subspecies,,Penelope marail jacupeba
791,species,Rusty-margined Guan,Penelope superciliaris
792,subspecies,,Penelope superciliaris superciliaris
793,subspecies,,Penelope superciliaris jacupemba
794,subspecies,,Penelope superciliaris major
795,species,Red-faced Guan,Penelope dabbenei
796,species,Spix's Guan,Penelope jacquacu
797,group (monotypic),Spix's Guan (Grant's),Penelope jacquacu granti
798,group (polytypic),Spix's Guan (Spix's),Penelope jacquacu [jacquacu Group]
799,subspecies,,Penelope jacquacu orienticola
